Calibration probe
Project:  Wika
Date , Time , Step no, T set , RH set, 904 Temp [°C],904 RH [%],Chan 3,Chan 4,Chan 5,Chan 6,Chan 7,Chan 8
20/07/2022,7:25:49 PM,3, 25.0, 60.0, 2022,8671,0,0,0,2,0,0
20/07/2022,7:26:49 PM,3, 25.0, 60.0, 2019,8663,0,0,0,2,0,0
20/07/2022,7:27:50 PM,3, 25.0, 60.0, 2022,8673,0,0,0,2,0,0
20/07/2022,7:28:50 PM,3, 25.0, 60.0, 2022,8673,2,0,0,0,0,0
20/07/2022,7:29:50 PM,3, 25.0, 60.0, 2022,8668,0,0,0,0,0,0
20/07/2022,7:30:50 PM,3, 25.0, 60.0, 2024,8676,0,0,0,2,0,0
20/07/2022,7:31:50 PM,3, 25.0, 60.0, 2029,8683,0,0,0,2,0,0
20/07/2022,7:32:50 PM,3, 25.0, 60.0, 2019,8676,0,0,0,0,0,0
20/07/2022,7:33:50 PM,3, 25.0, 60.0, 2022,8678,0,0,0,0,0,0
20/07/2022,7:34:49 PM,3, 25.0, 60.0, 2027,8676,0,0,0,2,0,0
20/07/2022,7:35:49 PM,3, 25.0, 60.0, 2019,8681,0,0,0,2,0,0
20/07/2022,7:36:50 PM,3, 25.0, 60.0, 2022,8681,0,0,0,0,0,0
20/07/2022,7:37:50 PM,3, 25.0, 60.0, 2019,8688,0,0,0,2,0,0
20/07/2022,7:38:50 PM,3, 25.0, 60.0, 2019,8683,0,0,0,2,0,0
20/07/2022,7:39:50 PM,3, 25.0, 60.0, 2022,8678,2,0,0,2,0,0
20/07/2022,7:40:50 PM,3, 25.0, 60.0, 2022,8688,0,0,0,2,0,0
20/07/2022,7:41:50 PM,3, 25.0, 60.0, 2024,8686,0,0,0,2,0,0
20/07/2022,7:42:50 PM,3, 25.0, 60.0, 2022,8683,0,0,0,2,0,0
20/07/2022,7:43:49 PM,3, 25.0, 60.0, 2019,8678,0,0,0,2,0,0
20/07/2022,7:44:49 PM,3, 25.0, 60.0, 2022,8683,0,0,0,2,0,0
20/07/2022,7:45:49 PM,3, 25.0, 60.0, 2024,8688,2,0,0,2,0,0
20/07/2022,7:46:50 PM,3, 25.0, 60.0, 2027,8691,0,0,0,2,0,0
20/07/2022,7:47:50 PM,3, 25.0, 60.0, 2029,8688,0,0,0,2,0,0
20/07/2022,7:48:50 PM,3, 25.0, 60.0, 2022,8691,0,0,0,2,0,0
20/07/2022,7:49:50 PM,3, 25.0, 60.0, 2024,8688,0,0,0,2,0,0
20/07/2022,7:50:50 PM,3, 25.0, 60.0, 2027,8686,0,0,0,0,0,0
20/07/2022,7:51:50 PM,3, 25.0, 60.0, 2027,8681,0,0,0,2,0,0
20/07/2022,7:52:50 PM,3, 25.0, 60.0, 2024,8683,0,0,0,2,0,0
20/07/2022,7:53:49 PM,3, 25.0, 60.0, 2024,8688,0,0,0,2,0,0
20/07/2022,7:54:49 PM,3, 25.0, 60.0, 2022,8681,0,0,0,2,0,0
20/07/2022,7:55:50 PM,3, 25.0, 60.0, 2024,8693,0,0,0,2,0,0
20/07/2022,7:56:50 PM,3, 25.0, 60.0, 2022,8688,0,0,0,2,0,0
20/07/2022,7:57:50 PM,3, 25.0, 60.0, 2027,8686,2,0,0,0,0,0
20/07/2022,7:58:50 PM,3, 25.0, 60.0, 2024,8688,0,0,0,2,0,0
20/07/2022,7:59:50 PM,3, 25.0, 60.0, 2027,8691,0,0,0,2,0,0
20/07/2022,8:00:50 PM,3, 25.0, 60.0, 2024,8701,0,0,0,2,0,0
20/07/2022,8:01:50 PM,3, 25.0, 60.0, 2024,8688,0,0,0,2,0,0
20/07/2022,8:02:49 PM,3, 25.0, 60.0, 2019,8686,0,0,0,0,0,0
20/07/2022,8:03:49 PM,3, 25.0, 60.0, 2024,8686,0,0,0,2,0,0
20/07/2022,8:04:50 PM,3, 25.0, 60.0, 2022,8698,0,0,0,2,0,0
20/07/2022,8:05:50 PM,3, 25.0, 60.0, 2027,8698,0,0,0,0,0,0
20/07/2022,8:06:50 PM,3, 25.0, 60.0, 2024,8696,2,0,0,2,0,0
20/07/2022,8:07:50 PM,3, 25.0, 60.0, 2027,8696,0,0,0,2,0,0
20/07/2022,8:08:50 PM,3, 25.0, 60.0, 2022,8698,0,0,0,2,0,0
20/07/2022,8:09:50 PM,3, 25.0, 60.0, 2024,8693,0,0,0,0,0,0
20/07/2022,8:10:50 PM,3, 25.0, 60.0, 2024,8696,2,0,0,0,0,0
20/07/2022,8:11:49 PM,3, 25.0, 60.0, 2019,8691,0,0,0,2,0,0
20/07/2022,8:12:49 PM,3, 25.0, 60.0, 2024,8705,0,0,0,2,0,0
20/07/2022,8:13:50 PM,3, 25.0, 60.0, 2019,8698,0,0,0,2,0,0
20/07/2022,8:14:50 PM,3, 25.0, 60.0, 2027,8698,0,0,0,2,0,0
20/07/2022,8:15:50 PM,3, 25.0, 60.0, 2019,8693,0,0,0,0,0,0
20/07/2022,8:16:50 PM,3, 25.0, 60.0, 2022,8688,0,0,0,2,0,0
20/07/2022,8:17:50 PM,3, 25.0, 60.0, 2029,8698,0,0,0,2,0,0
20/07/2022,8:18:50 PM,3, 25.0, 60.0, 2029,8693,2,0,0,0,0,0
20/07/2022,8:19:50 PM,3, 25.0, 60.0, 2022,8696,0,0,0,2,0,0
20/07/2022,8:20:49 PM,3, 25.0, 60.0, 2022,8701,0,0,0,2,0,0
20/07/2022,8:21:49 PM,3, 25.0, 60.0, 2017,8696,0,0,0,2,0,0
20/07/2022,8:22:50 PM,3, 25.0, 60.0, 2019,8696,0,0,0,0,0,0
20/07/2022,8:23:50 PM,3, 25.0, 60.0, 2024,8683,0,0,0,2,0,0
20/07/2022,8:24:50 PM,3, 25.0, 60.0, 2022,8691,0,0,0,2,0,0
20/07/2022,8:25:50 PM,3, 25.0, 60.0, 2022,8691,0,0,0,2,0,0
20/07/2022,8:26:50 PM,3, 25.0, 60.0, 2019,8703,0,0,0,2,0,0
20/07/2022,8:27:50 PM,3, 25.0, 60.0, 2017,8705,2,0,0,2,0,0
20/07/2022,8:28:50 PM,3, 25.0, 60.0, 2019,8703,0,0,0,2,0,0
20/07/2022,8:29:49 PM,3, 25.0, 60.0, 2019,8693,2,0,0,2,0,0
20/07/2022,8:30:49 PM,3, 25.0, 60.0, 2019,8698,0,0,0,2,0,0
20/07/2022,8:31:49 PM,3, 25.0, 60.0, 2022,8698,0,0,0,2,0,0
20/07/2022,8:32:50 PM,3, 25.0, 60.0, 2024,8693,2,0,0,2,0,0
20/07/2022,8:33:50 PM,3, 25.0, 60.0, 2027,8701,0,0,0,2,0,0
20/07/2022,8:34:50 PM,3, 25.0, 60.0, 2022,8698,0,0,0,2,0,0
20/07/2022,8:35:50 PM,3, 25.0, 60.0, 2019,8703,2,0,0,2,0,0
20/07/2022,8:36:50 PM,3, 25.0, 60.0, 2019,8701,2,0,0,2,0,0
20/07/2022,8:37:50 PM,3, 25.0, 60.0, 2017,8703,0,0,0,2,0,0
20/07/2022,8:38:50 PM,3, 25.0, 60.0, 2022,8696,0,0,0,2,0,0
20/07/2022,8:39:49 PM,3, 25.0, 60.0, 2019,8703,0,0,0,2,0,0
20/07/2022,8:40:49 PM,3, 25.0, 60.0, 2017,8696,0,0,0,2,0,0
20/07/2022,8:41:50 PM,3, 25.0, 60.0, 2027,8701,0,0,0,2,0,0
20/07/2022,8:42:50 PM,3, 25.0, 60.0, 2022,8693,0,0,0,2,0,0
20/07/2022,8:43:50 PM,3, 25.0, 60.0, 2019,8681,0,0,0,2,0,0
20/07/2022,8:44:50 PM,3, 25.0, 60.0, 2024,8688,0,0,0,2,0,0
20/07/2022,8:45:50 PM,3, 25.0, 60.0, 2019,8696,0,0,0,0,0,0
20/07/2022,8:46:50 PM,3, 25.0, 60.0, 2019,8713,0,0,0,2,0,0
20/07/2022,8:47:50 PM,3, 25.0, 60.0, 2017,7359,0,0,0,2,0,0
20/07/2022,8:48:50 PM,3, 25.0, 60.0, 2019,6938,0,0,0,2,0,0
20/07/2022,8:49:49 PM,3, 25.0, 60.0, 2017,6871,0,0,0,2,0,0
20/07/2022,8:50:49 PM,3, 25.0, 60.0, 2017,6871,0,0,0,2,0,0
20/07/2022,8:51:50 PM,3, 25.0, 60.0, 2017,6859,0,0,0,2,0,0
20/07/2022,8:52:50 PM,3, 25.0, 60.0, 2014,6856,0,0,0,2,0,0
20/07/2022,8:53:50 PM,3, 25.0, 60.0, 2019,6864,0,0,0,2,0,0
20/07/2022,8:54:50 PM,3, 25.0, 60.0, 2014,6849,0,0,0,2,0,0
20/07/2022,8:55:50 PM,3, 25.0, 60.0, 2019,6856,0,0,0,0,0,0
20/07/2022,8:56:50 PM,3, 25.0, 60.0, 2012,6854,0,0,0,2,0,0
20/07/2022,8:57:50 PM,3, 25.0, 60.0, 2014,6844,0,0,0,0,0,0
20/07/2022,8:58:49 PM,3, 25.0, 60.0, 2019,6851,2,0,0,0,0,0
20/07/2022,8:59:49 PM,3, 25.0, 60.0, 2009,6846,0,0,0,2,0,0
20/07/2022,9:00:49 PM,3, 25.0, 60.0, 2014,6841,0,0,0,2,0,0
20/07/2022,9:01:50 PM,3, 25.0, 60.0, 2014,6854,0,0,0,2,0,0
20/07/2022,9:02:50 PM,3, 25.0, 60.0, 2012,6844,0,0,0,2,0,0
20/07/2022,9:03:50 PM,3, 25.0, 60.0, 2017,6839,0,0,0,2,0,0
20/07/2022,9:04:50 PM,3, 25.0, 60.0, 2014,6839,0,0,0,0,0,0
20/07/2022,9:05:50 PM,3, 25.0, 60.0, 2009,6841,0,0,0,0,0,0
20/07/2022,9:06:50 PM,3, 25.0, 60.0, 2017,6851,0,0,0,2,0,0
20/07/2022,9:07:50 PM,3, 25.0, 60.0, 1997,6839,0,0,0,2,0,0
20/07/2022,9:08:49 PM,3, 25.0, 60.0, 2000,6841,0,0,0,0,0,0
20/07/2022,9:09:49 PM,3, 25.0, 60.0, 2002,6836,0,0,0,2,0,0
20/07/2022,9:10:50 PM,3, 25.0, 60.0, 1997,6839,0,0,0,2,0,0
20/07/2022,9:11:50 PM,3, 25.0, 60.0, 2007,6836,0,0,0,2,0,0
20/07/2022,9:12:50 PM,3, 25.0, 60.0, 2000,6839,2,0,0,0,0,0
20/07/2022,9:13:50 PM,3, 25.0, 60.0, 2002,6839,0,0,0,0,0,0
20/07/2022,9:14:50 PM,3, 25.0, 60.0, 2009,6836,0,0,0,2,0,0
20/07/2022,9:15:50 PM,3, 25.0, 60.0, 2000,6831,0,0,0,2,0,0
20/07/2022,9:16:50 PM,3, 25.0, 60.0, 2000,6839,0,0,0,0,0,0
20/07/2022,9:17:49 PM,3, 25.0, 60.0, 2000,6839,0,0,0,2,0,0
20/07/2022,9:18:49 PM,3, 25.0, 60.0, 2000,6836,0,0,0,0,0,0
20/07/2022,9:19:49 PM,3, 25.0, 60.0, 1997,6839,0,0,0,0,0,0
20/07/2022,9:20:50 PM,3, 25.0, 60.0, 2014,6839,0,0,0,2,0,0
20/07/2022,9:21:50 PM,3, 25.0, 60.0, 2019,6841,0,0,0,2,0,0
20/07/2022,9:22:50 PM,3, 25.0, 60.0, 2017,6829,0,0,0,2,0,0
20/07/2022,9:23:50 PM,3, 25.0, 60.0, 2014,6836,0,0,0,2,0,0
20/07/2022,9:24:50 PM,3, 25.0, 60.0, 2014,6836,0,0,0,2,0,0
20/07/2022,9:25:50 PM,3, 25.0, 60.0, 2009,6839,0,0,0,2,0,0
20/07/2022,9:26:50 PM,3, 25.0, 60.0, 2009,6831,0,0,0,0,0,0
20/07/2022,9:27:49 PM,3, 25.0, 60.0, 2017,6836,0,0,0,2,0,0
20/07/2022,9:28:49 PM,3, 25.0, 60.0, 2014,6831,0,0,0,0,0,0
20/07/2022,9:29:50 PM,3, 25.0, 60.0, 2012,6831,0,0,0,2,0,0
20/07/2022,9:30:50 PM,3, 25.0, 60.0, 2009,6841,0,0,0,2,0,0
20/07/2022,9:31:50 PM,3, 25.0, 60.0, 2017,6829,0,0,0,2,0,0
20/07/2022,9:32:50 PM,3, 25.0, 60.0, 2017,6829,0,0,0,2,0,0
20/07/2022,9:33:50 PM,3, 25.0, 60.0, 2017,6822,0,0,0,2,0,0
20/07/2022,9:34:50 PM,3, 25.0, 60.0, 2017,6829,0,0,0,2,0,0
20/07/2022,9:35:50 PM,3, 25.0, 60.0, 2017,6831,0,0,0,0,0,0
20/07/2022,9:36:49 PM,3, 25.0, 60.0, 2017,6829,0,0,0,2,0,0
20/07/2022,9:37:49 PM,3, 25.0, 60.0, 2017,6829,2,0,0,2,0,0
20/07/2022,9:38:50 PM,3, 25.0, 60.0, 2019,6836,0,0,0,2,0,0
20/07/2022,9:39:50 PM,3, 25.0, 60.0, 2017,6836,2,0,0,0,0,0
20/07/2022,9:40:50 PM,3, 25.0, 60.0, 2012,6831,0,0,0,0,0,0
20/07/2022,9:41:50 PM,3, 25.0, 60.0, 2017,6836,0,0,0,2,0,0
20/07/2022,9:42:50 PM,3, 25.0, 60.0, 2009,6836,0,0,0,0,0,0
20/07/2022,9:43:50 PM,3, 25.0, 60.0, 2012,6836,0,0,0,2,0,0
20/07/2022,9:44:50 PM,3, 25.0, 60.0, 2019,6834,0,0,0,2,0,0
20/07/2022,9:45:49 PM,3, 25.0, 60.0, 2019,6834,0,0,0,0,0,0
20/07/2022,9:46:49 PM,3, 25.0, 60.0, 2017,6824,0,0,0,2,0,0
20/07/2022,9:47:50 PM,3, 25.0, 60.0, 2012,5567,0,0,0,2,0,0
20/07/2022,9:48:50 PM,3, 25.0, 60.0, 2017,5076,0,0,0,2,0,0
20/07/2022,9:49:50 PM,3, 25.0, 60.0, 2017,5022,0,0,0,0,0,0
20/07/2022,9:50:50 PM,3, 25.0, 60.0, 2017,5002,0,0,0,2,0,0
20/07/2022,9:51:50 PM,3, 25.0, 60.0, 2014,5000,0,0,0,2,0,0
20/07/2022,9:52:50 PM,3, 25.0, 60.0, 2017,4995,0,0,0,2,0,0
20/07/2022,9:53:50 PM,3, 25.0, 60.0, 2012,4997,0,0,0,2,0,0
20/07/2022,9:54:50 PM,3, 25.0, 60.0, 2017,4992,0,0,0,2,0,0
20/07/2022,9:55:49 PM,3, 25.0, 60.0, 2019,4995,0,0,0,0,0,0
20/07/2022,9:56:49 PM,3, 25.0, 60.0, 2017,4987,0,0,0,0,0,0
20/07/2022,9:57:50 PM,3, 25.0, 60.0, 2014,5000,0,0,0,2,0,0
20/07/2022,9:58:50 PM,3, 25.0, 60.0, 2012,4997,0,0,0,2,0,0
20/07/2022,9:59:50 PM,3, 25.0, 60.0, 2017,4992,0,0,0,2,0,0
20/07/2022,10:00:50 PM,3, 25.0, 60.0, 2019,4980,0,0,0,2,0,0
20/07/2022,10:01:50 PM,3, 25.0, 60.0, 2019,4982,0,0,0,2,0,0
20/07/2022,10:02:50 PM,3, 25.0, 60.0, 2012,4980,0,0,0,2,0,0
20/07/2022,10:03:50 PM,3, 25.0, 60.0, 2017,4980,0,0,0,2,0,0
20/07/2022,10:04:49 PM,3, 25.0, 60.0, 2014,4982,0,0,0,2,0,0
20/07/2022,10:05:49 PM,3, 25.0, 60.0, 2017,4987,0,0,0,2,0,0
20/07/2022,10:06:49 PM,3, 25.0, 60.0, 2017,4980,0,0,0,2,0,0
20/07/2022,10:07:50 PM,3, 25.0, 60.0, 2014,4980,0,0,0,2,0,0
20/07/2022,10:08:50 PM,3, 25.0, 60.0, 2012,4982,0,0,0,2,0,0
20/07/2022,10:09:50 PM,3, 25.0, 60.0, 2019,4982,0,0,0,2,0,0
20/07/2022,10:10:50 PM,3, 25.0, 60.0, 2019,4977,0,0,0,2,0,0
20/07/2022,10:11:50 PM,3, 25.0, 60.0, 2017,4987,0,0,0,2,0,0
20/07/2022,10:12:50 PM,3, 25.0, 60.0, 2017,4972,0,0,0,0,0,0
20/07/2022,10:13:49 PM,3, 25.0, 60.0, 2019,4987,0,0,0,2,0,0
20/07/2022,10:14:49 PM,3, 25.0, 60.0, 2017,4977,0,0,0,0,0,0
20/07/2022,10:15:49 PM,3, 25.0, 60.0, 2019,4975,0,0,0,0,0,0
20/07/2022,10:16:50 PM,3, 25.0, 60.0, 2019,4982,0,0,0,2,0,0
20/07/2022,10:17:50 PM,3, 25.0, 60.0, 2017,4977,0,0,0,2,0,0
20/07/2022,10:18:50 PM,3, 25.0, 60.0, 2017,4967,0,0,0,2,0,0
20/07/2022,10:19:50 PM,3, 25.0, 60.0, 2019,4975,0,0,0,2,0,0
20/07/2022,10:20:50 PM,3, 25.0, 60.0, 2014,4982,0,0,0,2,0,0
20/07/2022,10:21:50 PM,3, 25.0, 60.0, 2014,4975,0,0,0,2,0,0
20/07/2022,10:22:49 PM,3, 25.0, 60.0, 2017,4985,0,0,0,2,0,0
20/07/2022,10:23:49 PM,3, 25.0, 60.0, 2017,4972,0,0,0,0,0,0
20/07/2022,10:24:49 PM,3, 25.0, 60.0, 2014,4972,0,0,0,2,0,0
20/07/2022,10:25:50 PM,3, 25.0, 60.0, 2017,4972,0,0,0,2,0,0
20/07/2022,10:26:50 PM,3, 25.0, 60.0, 2017,4977,0,0,0,0,0,0
20/07/2022,10:27:50 PM,3, 25.0, 60.0, 2014,4970,0,0,0,0,0,0
20/07/2022,10:28:50 PM,3, 25.0, 60.0, 2012,4975,0,0,0,2,0,0
20/07/2022,10:29:50 PM,3, 25.0, 60.0, 2007,4982,0,0,0,2,0,0
20/07/2022,10:30:50 PM,3, 25.0, 60.0, 2014,4982,0,0,0,2,0,0
20/07/2022,10:31:50 PM,3, 25.0, 60.0, 2019,4970,0,0,0,2,0,0
20/07/2022,10:32:49 PM,3, 25.0, 60.0, 2017,4970,0,0,0,0,0,0
20/07/2022,10:33:49 PM,3, 25.0, 60.0, 2017,4970,0,0,0,2,0,0
20/07/2022,10:34:50 PM,3, 25.0, 60.0, 2009,4970,0,0,0,2,0,0
20/07/2022,10:35:50 PM,3, 25.0, 60.0, 2017,4972,0,0,0,2,0,0
20/07/2022,10:36:50 PM,3, 25.0, 60.0, 2017,4972,0,0,0,2,0,0
20/07/2022,10:37:50 PM,3, 25.0, 60.0, 2017,4967,0,0,0,2,0,0
20/07/2022,10:38:50 PM,3, 25.0, 60.0, 2022,4970,0,0,0,0,0,0
20/07/2022,10:39:50 PM,3, 25.0, 60.0, 2017,4975,0,0,0,2,0,0
20/07/2022,10:40:50 PM,3, 25.0, 60.0, 2019,4972,0,0,0,2,0,0
20/07/2022,10:41:49 PM,3, 25.0, 60.0, 2019,4967,0,0,0,0,0,0
20/07/2022,10:42:49 PM,3, 25.0, 60.0, 2017,4967,0,0,0,2,0,0
20/07/2022,10:43:49 PM,3, 25.0, 60.0, 2014,4962,0,0,0,2,0,0
20/07/2022,10:44:50 PM,3, 25.0, 60.0, 2014,4967,0,0,0,2,0,0
20/07/2022,10:45:50 PM,3, 25.0, 60.0, 2019,4967,0,0,0,2,0,0
20/07/2022,10:46:50 PM,3, 25.0, 60.0, 2022,4962,0,0,0,0,0,0
20/07/2022,10:47:50 PM,3, 25.0, 60.0, 2022,4174,0,0,0,2,0,0
20/07/2022,10:48:50 PM,3, 25.0, 60.0, 2019,3294,0,0,0,0,0,0
20/07/2022,10:49:50 PM,3, 25.0, 60.0, 2014,3120,0,0,0,2,0,0
20/07/2022,10:50:50 PM,3, 25.0, 60.0, 2019,3103,0,0,0,2,0,0
20/07/2022,10:51:49 PM,3, 25.0, 60.0, 2022,3088,0,0,0,0,0,0
20/07/2022,10:52:49 PM,3, 25.0, 60.0, 2019,3098,0,0,0,0,0,0
20/07/2022,10:53:49 PM,3, 25.0, 60.0, 2017,3086,0,0,0,2,0,0
20/07/2022,10:54:50 PM,3, 25.0, 60.0, 2017,3093,0,0,0,0,0,0
20/07/2022,10:55:50 PM,3, 25.0, 60.0, 2017,3091,0,0,0,2,0,0
20/07/2022,10:56:50 PM,3, 25.0, 60.0, 2017,3081,0,0,0,2,0,0
20/07/2022,10:57:50 PM,3, 25.0, 60.0, 2017,3081,0,0,0,2,0,0
20/07/2022,10:58:50 PM,3, 25.0, 60.0, 2017,3081,0,0,0,2,0,0
20/07/2022,10:59:50 PM,3, 25.0, 60.0, 2019,3083,0,0,0,0,0,0
20/07/2022,11:00:49 PM,3, 25.0, 60.0, 2019,3068,0,0,0,0,0,0
20/07/2022,11:01:49 PM,3, 25.0, 60.0, 2012,3088,0,0,0,0,0,0
20/07/2022,11:02:49 PM,3, 25.0, 60.0, 2017,3083,0,0,0,0,0,0
20/07/2022,11:03:50 PM,3, 25.0, 60.0, 2014,3083,0,0,0,2,0,0
20/07/2022,11:04:50 PM,3, 25.0, 60.0, 2014,3093,0,0,0,0,0,0
20/07/2022,11:05:50 PM,3, 25.0, 60.0, 2014,3076,0,0,0,2,0,0
20/07/2022,11:06:50 PM,3, 25.0, 60.0, 2017,3076,0,0,0,2,0,0
20/07/2022,11:07:50 PM,3, 25.0, 60.0, 2014,3078,0,0,0,2,0,0
20/07/2022,11:08:50 PM,3, 25.0, 60.0, 2007,3081,0,0,0,2,0,0
20/07/2022,11:09:50 PM,3, 25.0, 60.0, 2007,3066,0,0,0,0,0,0
20/07/2022,11:10:49 PM,3, 25.0, 60.0, 2012,3071,0,0,0,2,0,0
20/07/2022,11:11:49 PM,3, 25.0, 60.0, 2009,3076,0,0,0,2,0,0
20/07/2022,11:12:50 PM,3, 25.0, 60.0, 2009,3076,0,0,0,2,0,0
20/07/2022,11:13:50 PM,3, 25.0, 60.0, 2007,3081,0,0,0,2,0,0
20/07/2022,11:14:50 PM,3, 25.0, 60.0, 2017,3078,0,0,0,2,0,0
20/07/2022,11:15:50 PM,3, 25.0, 60.0, 2012,3063,0,0,0,2,0,0
20/07/2022,11:16:50 PM,3, 25.0, 60.0, 2019,3068,0,0,0,2,0,0
20/07/2022,11:17:50 PM,3, 25.0, 60.0, 2007,3068,0,0,0,2,0,0
20/07/2022,11:18:50 PM,3, 25.0, 60.0, 2009,3071,0,0,0,2,0,0
20/07/2022,11:19:49 PM,3, 25.0, 60.0, 2012,3073,0,0,0,2,0,0
20/07/2022,11:20:49 PM,3, 25.0, 60.0, 2014,3076,0,0,0,2,0,0
20/07/2022,11:21:50 PM,3, 25.0, 60.0, 2012,3068,0,0,0,2,0,0
20/07/2022,11:22:50 PM,3, 25.0, 60.0, 2014,3076,0,0,0,2,0,0
20/07/2022,11:23:50 PM,3, 25.0, 60.0, 2014,3068,0,0,0,2,0,0
20/07/2022,11:24:50 PM,3, 25.0, 60.0, 2014,3071,0,0,0,2,0,0
20/07/2022,11:25:50 PM,3, 25.0, 60.0, 2014,3076,0,0,0,2,0,0
20/07/2022,11:26:50 PM,3, 25.0, 60.0, 2017,3068,0,0,0,2,0,0
20/07/2022,11:27:49 PM,3, 25.0, 60.0, 2017,3071,0,0,0,2,0,0
20/07/2022,11:28:49 PM,3, 25.0, 60.0, 2017,3073,0,0,0,2,0,0
20/07/2022,11:29:49 PM,3, 25.0, 60.0, 2017,3066,0,0,0,2,0,0
20/07/2022,11:30:50 PM,3, 25.0, 60.0, 2014,3066,0,0,0,2,0,0
20/07/2022,11:31:50 PM,3, 25.0, 60.0, 2017,3068,0,0,0,2,0,0
20/07/2022,11:32:50 PM,3, 25.0, 60.0, 2017,3068,0,0,0,2,0,0
20/07/2022,11:33:50 PM,3, 25.0, 60.0, 2017,3063,0,0,0,0,0,0
20/07/2022,11:34:50 PM,3, 25.0, 60.0, 2017,3068,0,0,0,0,0,0
20/07/2022,11:35:50 PM,3, 25.0, 60.0, 2012,3063,0,0,0,2,0,0
20/07/2022,11:36:50 PM,3, 25.0, 60.0, 2014,3066,0,0,0,2,0,0
20/07/2022,11:37:49 PM,3, 25.0, 60.0, 2017,3056,0,0,0,0,0,0
20/07/2022,11:38:49 PM,3, 25.0, 60.0, 2019,3073,0,0,0,2,0,0
20/07/2022,11:39:50 PM,3, 25.0, 60.0, 2012,3071,0,0,0,2,0,0
20/07/2022,11:40:50 PM,3, 25.0, 60.0, 2014,3058,0,0,0,2,0,0
20/07/2022,11:41:50 PM,3, 25.0, 60.0, 2019,3066,0,0,0,2,0,0
20/07/2022,11:42:50 PM,3, 25.0, 60.0, 2019,3073,0,0,0,2,0,0
20/07/2022,11:43:50 PM,3, 25.0, 60.0, 2022,3063,0,0,0,0,0,0
20/07/2022,11:44:50 PM,3, 25.0, 60.0, 2017,3063,0,0,0,2,0,0
20/07/2022,11:45:50 PM,3, 25.0, 60.0, 2019,3073,0,0,0,2,0,0
20/07/2022,11:46:49 PM,3, 25.0, 60.0, 2019,3066,0,0,0,2,0,0
20/07/2022,11:47:49 PM,3, 25.0, 60.0, 2022,3068,0,0,0,2,0,0
20/07/2022,11:48:49 PM,3, 25.0, 60.0, 2017,2657,0,0,0,2,0,0
20/07/2022,11:49:50 PM,3, 25.0, 60.0, 2017,2226,0,0,0,2,0,0
20/07/2022,11:50:50 PM,3, 25.0, 60.0, 2022,1898,0,0,0,2,0,0
20/07/2022,11:51:50 PM,3, 25.0, 60.0, 2024,1648,0,0,0,2,0,0
20/07/2022,11:52:50 PM,3, 25.0, 60.0, 2019,1316,0,0,0,2,0,0
20/07/2022,11:53:50 PM,3, 25.0, 60.0, 2012,1162,0,0,0,0,0,0
20/07/2022,11:54:50 PM,3, 25.0, 60.0, 2012,1065,0,0,0,0,0,0
20/07/2022,11:55:50 PM,3, 25.0, 60.0, 2019,1038,0,0,0,2,0,0
20/07/2022,11:56:49 PM,3, 25.0, 60.0, 2012,1001,0,0,0,2,0,0
20/07/2022,11:57:49 PM,3, 25.0, 60.0, 2014,991,0,0,0,2,0,0
20/07/2022,11:58:50 PM,3, 25.0, 60.0, 2014,991,0,0,0,2,0,0
20/07/2022,11:59:50 PM,3, 25.0, 60.0, 2014,984,0,0,0,2,0,0
21/07/2022,12:00:50 AM,3, 25.0, 60.0, 2017,991,0,0,0,2,0,0
21/07/2022,12:01:50 AM,3, 25.0, 60.0, 2014,981,0,0,0,0,0,0
21/07/2022,12:02:50 AM,3, 25.0, 60.0, 2014,996,0,0,0,2,0,0
21/07/2022,12:03:50 AM,3, 25.0, 60.0, 2014,991,0,0,0,2,0,0
21/07/2022,12:04:50 AM,3, 25.0, 60.0, 2017,979,0,0,0,2,0,0
21/07/2022,12:05:49 AM,3, 25.0, 60.0, 2017,984,0,0,0,2,0,0
21/07/2022,12:06:49 AM,3, 25.0, 60.0, 2014,976,0,0,0,2,0,0
21/07/2022,12:07:50 AM,3, 25.0, 60.0, 2012,979,0,0,0,2,0,0
21/07/2022,12:08:50 AM,3, 25.0, 60.0, 2012,984,0,0,0,0,0,0
21/07/2022,12:09:50 AM,3, 25.0, 60.0, 2012,976,0,0,0,2,0,0
21/07/2022,12:10:50 AM,3, 25.0, 60.0, 2017,984,0,0,0,0,0,0
21/07/2022,12:11:50 AM,3, 25.0, 60.0, 2019,986,0,0,0,0,0,0
21/07/2022,12:12:50 AM,3, 25.0, 60.0, 2012,981,0,0,0,2,0,0
21/07/2022,12:13:50 AM,3, 25.0, 60.0, 2012,981,0,0,0,2,0,0
21/07/2022,12:14:49 AM,3, 25.0, 60.0, 2009,981,0,0,0,2,0,0
21/07/2022,12:15:49 AM,3, 25.0, 60.0, 2014,979,0,0,0,2,0,0
21/07/2022,12:16:49 AM,3, 25.0, 60.0, 2014,986,0,0,0,0,0,0
21/07/2022,12:17:50 AM,3, 25.0, 60.0, 2017,971,0,0,0,0,0,0
21/07/2022,12:18:50 AM,3, 25.0, 60.0, 2017,979,0,0,0,2,0,0
21/07/2022,12:19:50 AM,3, 25.0, 60.0, 2022,974,0,0,0,0,0,0
21/07/2022,12:20:50 AM,3, 25.0, 60.0, 2012,976,0,0,0,0,0,0
